unique_id,timestep,explrtr,Useful_PlotID,Qnum,month,year,date_releves,HHLAI,Biomass_g_per60cm2,Biomass_interpolated,RPMcalc_cm,Biomass_g_per_m2,Biomass_interpolated_per_m2,LAI_corr,biomass_corr,biomass_interpolated_corr,RPM_corr,LAI,biomass,biomass_interpolated,RPM,mosaic,var2_mosaic,b1_mean_round,b2_mean_round,b3_mean_round,b4_mean_round,var2_b1_mean_round,var2_b2_mean_round,var2_b3_mean_round,var2_b4_mean_round,blue,green,red,nir,ndvi,evi2,evi,savi,dvi,gndvi,grvi,sr_nirr,var2_blue,var2_green,var2_red,var2_nir,var2_ndvi,var2_evi2,var2_evi,var2_savi,var2_dvi,var2_gndvi,var2_grvi,var2_sr_nirr
SEG04_05_J_2021,S_J_2021,SCH,SEG04,SEG04_05,J,2021,25.05.2021,4.68,87.144,87.144,40.8,242.0666667,242.0666667,4.68,242.0666667,242.0666667,40.8,4.68,242.0666667,242.0666667,40.8,SCH_2021_05_30,,243,529,263,4672,NA,NA,NA,NA,0.0243,0.0529,0.0263,0.4672,0.893414387,0.720274191,0.763992376,0.6656769,0.441711092,0.796577581,2.011406844,17.76425856,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SEG04_05_S_2021,S_S_2021,SCH,SEG04,SEG04_05,S,2021,,NA,NA,-50.023,0,NA,-138.9527778,NA,NA,NA,NA,NA,NA,NA,NA,SCH_2021_09_09,,324,692,358,4811,NA,NA,NA,NA,0.0324,0.0692,0.0358,0.4811,0.861481911,0.710424883,0.766226168,0.656849248,0.446404072,0.748500818,1.932960894,13.43854749,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SEG04_06_J_2021,S_J_2021,SCH,SEG04,SEG04_06,J,2021,25.05.2021,5.34,NA,152.0959,50,NA,422.4886111,5.34,NA,422.4886111,50,5.34,NA,422.4886111,50,SCH_2021_05_30,,248,532,262,4669,NA,NA,NA,NA,0.0248,0.0532,0.0262,0.4669,0.893733523,0.720201598,0.766115013,0.665642936,0.441508008,0.795423957,2.030534351,17.82061069,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SEG04_06_S_2021,S_S_2021,SCH,SEG04,SEG04_06,S,2021,,NA,NA,-50.023,0,NA,-138.9527778,NA,NA,NA,NA,NA,NA,NA,NA,SCH_2021_09_09,,322,688,337,4839,NA,NA,NA,NA,0.0322,0.0688,0.0337,0.4839,0.869783617,0.719270441,0.779108404,0.663620283,0.451239308,0.751040347,2.041543027,14.35905045,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SEG04_07_J_2021,S_J_2021,SCH,SEG04,SEG04_07,J,2021,25.05.2021,5.95,NA,136.24526,44.8,NA,378.4590556,5.95,NA,378.4590556,44.8,5.95,NA,378.4590556,44.8,SCH_2021_05_30,,250,556,262,4726,NA,NA,NA,NA,0.025,0.0556,0.0262,0.4726,0.894947875,0.726808555,0.773764127,0.670404485,0.447208008,0.789473684,2.122137405,18.03816794,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SEG04_07_S_2021,S_S_2021,SCH,SEG04,SEG04_07,S,2021,,NA,NA,-50.023,0,NA,-138.9527778,NA,NA,NA,NA,NA,NA,NA,NA,SCH_2021_09_09,,347,688,348,4742,NA,NA,NA,NA,0.0347,0.0688,0.0348,0.4742,0.863261297,0.70519734,0.772096292,0.653221011,0.440473232,0.746593002,1.977011494,13.62643678,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SEG04_08_J_2021,S_J_2021,SCH,SEG04,SEG04_08,J,2021,25.05.2021,5.55,NA,136.24526,44.8,NA,378.4590556,5.55,NA,378.4590556,44.8,5.55,NA,378.4590556,44.8,SCH_2021_05_30,,254,559,261,4743,NA,NA,NA,NA,0.0254,0.0559,0.0261,0.4743,0.895683453,0.729046027,0.777908914,0.672031188,0.449004924,0.789136175,2.141762452,18.17241379,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SEG04_08_S_2021,S_S_2021,SCH,SEG04,SEG04_08,S,2021,,NA,NA,-50.023,0,NA,-138.9527778,NA,NA,NA,NA,NA,NA,NA,NA,SCH_2021_09_09,,334,690,352,4666,NA,NA,NA,NA,0.0334,0.069,0.0352,0.4666,0.859705062,0.695321969,0.755622504,0.645937313,0.432485568,0.742345034,1.960227273,13.25568182,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SEG04_09_J_2021,S_J_2021,SCH,SEG04,SEG04_09,J,2021,25.05.2021,4.85,107.527,107.527,46.2,298.6861111,298.6861111,4.85,298.6861111,298.6861111,46.2,4.85,298.6861111,298.6861111,46.2,SCH_2021_05_30,,256,571,280,4778,NA,NA,NA,NA,0.0256,0.0571,0.028,0.4778,0.889284302,0.727831715,0.773490164,0.670809306,0.45066352,0.78650215,2.039285714,17.06428571,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SEG04_09_S_2021,S_S_2021,SCH,SEG04,SEG04_09,S,2021,,NA,NA,-50.023,0,NA,-138.9527778,NA,NA,NA,NA,NA,NA,NA,NA,SCH_2021_09_09,,317,671,356,4660,NA,NA,NA,NA,0.0317,0.0671,0.0356,0.466,0.858054226,0.693549219,0.746263481,0.64456869,0.431497904,0.748264866,1.884831461,13.08988764,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SEG04_10_J_2021,S_J_2021,SCH,SEG04,SEG04_10,J,2021,25.05.2021,7.18,NA,165.50798,54.4,NA,459.7443889,7.18,NA,459.7443889,54.4,7.18,NA,459.7443889,54.4,SCH_2021_05_30,,240,563,284,4806,NA,NA,NA,NA,0.024,0.0563,0.0284,0.4806,0.888408644,0.72993879,0.768524813,0.672249752,0.453075856,0.790277519,1.982394366,16.92253521,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SEG04_10_S_2021,S_S_2021,SCH,SEG04,SEG04_10,S,2021,,NA,NA,-50.023,0,NA,-138.9527778,NA,NA,NA,NA,NA,NA,NA,NA,SCH_2021_09_09,,295,671,355,4666,NA,NA,NA,NA,0.0295,0.0671,0.0355,0.4666,0.858593906,0.694516046,0.739020125,0.645294881,0.43219482,0.748547873,1.890140845,13.14366197,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SEG05_01_J_2021,S_J_2021,SCH,SEG05,SEG05_01,J,2021,28.05.2021,7.2,NA,160.63086,52.8,NA,446.1968333,7.2,NA,446.1968333,52.8,7.2,NA,446.1968333,52.8,SCH_2021_05_30,,277,606,265,5137,NA,NA,NA,NA,0.0277,0.0606,0.0265,0.5137,0.90188819,0.772205668,0.831427694,0.702557201,0.48801726,0.788960474,2.286792453,19.38490566,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SEG05_01_S_2021,S_S_2021,SCH,SEG05,SEG05_01,S,2021,,NA,NA,-50.023,0,NA,-138.9527778,NA,NA,NA,NA,NA,NA,NA,NA,SCH_2021_09_09,,422,803,615,3838,NA,NA,NA,NA,0.0422,0.0803,0.0615,0.3838,0.72378172,0.52615254,0.560990044,0.511424944,0.32419666,0.653953889,1.305691057,6.240650407,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SEG05_02_J_2021,S_J_2021,SCH,SEG05,SEG05_02,J,2021,28.05.2021,8.44,113.015,113.015,29.2,313.9305556,313.9305556,8.44,313.9305556,313.9305556,29.2,8.44,313.9305556,313.9305556,29.2,SCH_2021_05_30,,267,605,277,5074,NA,NA,NA,NA,0.0267,0.0605,0.0277,0.5074,0.89646795,0.761970417,0.813961381,0.695150227,0.480554268,0.786934319,2.184115523,18.31768953,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SEG05_02_S_2021,S_S_2021,SCH,SEG05,SEG05_02,S,2021,,NA,NA,-50.023,0,NA,-138.9527778,NA,NA,NA,NA,NA,NA,NA,NA,SCH_2021_09_09,,413,792,624,3845,NA,NA,NA,NA,0.0413,0.0792,0.0624,0.3845,0.720742896,0.524845854,0.555670566,0.510243954,0.324024416,0.658399827,1.269230769,6.161858974,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SEG05_03_J_2021,S_J_2021,SCH,SEG05,SEG05_03,J,2021,28.05.2021,7.33,NA,142.34166,46.8,NA,395.3935,7.33,NA,395.3935,46.8,7.33,NA,395.3935,46.8,SCH_2021_05_30,,264,595,284,5034,NA,NA,NA,NA,0.0264,0.0595,0.0284,0.5034,0.89319293,0.755618621,0.804648326,0.690540802,0.475875856,0.788594777,2.095070423,17.72535211,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SEG05_03_S_2021,S_S_2021,SCH,SEG05,SEG05_03,S,2021,,NA,NA,-50.023,0,NA,-138.9527778,NA,NA,NA,NA,NA,NA,NA,NA,SCH_2021_09_09,,415,791,627,3808,NA,NA,NA,NA,0.0415,0.0791,0.0627,0.3808,0.717249154,0.519336764,0.550060522,0.50572337,0.320033668,0.656012177,1.261562998,6.073365231,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SEG05_04_J_2021,S_J_2021,SCH,SEG05,SEG05_04,J,2021,28.05.2021,6.21,NA,95.39938,31.4,NA,264.9982778,6.21,NA,264.9982778,31.4,6.21,NA,264.9982778,31.4,SCH_2021_05_30,,266,588,281,4880,NA,NA,NA,NA,0.0266,0.0588,0.0281,0.488,0.891106375,0.739179911,0.789067326,0.678919398,0.460766604,0.784930505,2.09252669,17.36654804,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SEG05_04_S_2021,S_S_2021,SCH,SEG05,SEG05_04,S,2021,,NA,NA,-50.023,0,NA,-138.9527778,NA,NA,NA,NA,NA,NA,NA,NA,SCH_2021_09_09,,437,803,628,3780,NA,NA,NA,NA,0.0437,0.0803,0.0628,0.378,0.715063521,0.515463918,0.55218808,0.50255102,0.317136752,0.649574515,1.27866242,6.01910828,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SEG05_05_J_2021,S_J_2021,SCH,SEG05,SEG05_05,J,2021,28.05.2021,5.66,154.244,154.244,36.2,428.4555556,428.4555556,5.66,428.4555556,428.4555556,36.2,5.66,428.4555556,428.4555556,36.2,SCH_2021_05_30,,264,567,278,4637,NA,NA,NA,NA,0.0264,0.0567,0.0278,0.4637,0.886876907,0.712059435,0.760732984,0.659455371,0.436757352,0.782090699,2.039568345,16.67985612,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SEG05_05_S_2021,S_S_2021,SCH,SEG05,SEG05_05,S,2021,,NA,NA,-50.023,0,NA,-138.9527778,NA,NA,NA,NA,NA,NA,NA,NA,SCH_2021_09_09,,439,796,648,3742,NA,NA,NA,NA,0.0439,0.0796,0.0648,0.3742,0.704783599,0.505648092,0.539494333,0.494249201,0.311398432,0.649184663,1.228395062,5.774691358,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SEG05_06_J_2021,S_J_2021,SCH,SEG05,SEG05_06,J,2021,28.05.2021,6.67,NA,77.71982,25.6,NA,215.8883889,6.67,NA,215.8883889,25.6,6.67,NA,215.8883889,25.6,SCH_2021_05_30,,264,561,281,4638,NA,NA,NA,NA,0.0264,0.0561,0.0281,0.4638,0.885749136,0.711351584,0.759376743,0.658886985,0.436566604,0.784189267,1.996441281,16.50533808,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SEG05_06_S_2021,S_S_2021,SCH,SEG05,SEG05_06,S,2021,,NA,NA,-50.023,0,NA,-138.9527778,NA,NA,NA,NA,NA,NA,NA,NA,SCH_2021_09_09,,421,783,657,3753,NA,NA,NA,NA,0.0421,0.0783,0.0657,0.3753,0.702040816,0.504898955,0.532416165,0.493517535,0.311626188,0.654761905,1.191780822,5.712328767,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SEG05_07_J_2021,S_J_2021,SCH,SEG05,SEG05_07,J,2021,28.05.2021,5.5,NA,142.34166,46.8,NA,395.3935,5.5,NA,395.3935,46.8,5.5,NA,395.3935,46.8,SCH_2021_05_30,,266,569,292,4756,NA,NA,NA,NA,0.0266,0.0569,0.0292,0.4756,0.884310618,0.722012318,0.768965755,0.666401274,0.447300528,0.78629108,1.948630137,16.28767123,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SEG05_07_S_2021,S_S_2021,SCH,SEG05,SEG05_07,S,2021,,NA,NA,-50.023,0,NA,-138.9527778,NA,NA,NA,NA,NA,NA,NA,NA,SCH_2021_09_09,,434,790,635,3683,NA,NA,NA,NA,0.0434,0.079,0.0635,0.3683,0.705882353,0.501085027,0.535187526,0.490663232,0.30675834,0.646769506,1.244094488,5.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SEG05_08_J_2021,S_J_2021,SCH,SEG05,SEG05_08,J,2021,28.05.2021,5.49,NA,105.76326,34.8,NA,293.7868333,5.49,NA,293.7868333,34.8,5.49,NA,293.7868333,34.8,SCH_2021_05_30,,252,566,293,4745,NA,NA,NA,NA,0.0252,0.0566,0.0293,0.4745,0.883684002,0.720472288,0.761650585,0.665271967,0.446103612,0.786857466,1.931740614,16.19453925,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SEG05_08_S_2021,S_S_2021,SCH,SEG05,SEG05_08,S,2021,,NA,NA,-50.023,0,NA,-138.9527778,NA,NA,NA,NA,NA,NA,NA,NA,SCH_2021_09_09,,414,805,663,3694,NA,NA,NA,NA,0.0414,0.0805,0.0663,0.3694,0.695662153,0.495740978,0.520182605,0.485892914,0.305144692,0.642142698,1.214177979,5.571644042,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SEG05_09_J_2021,S_J_2021,SCH,SEG05,SEG05_09,J,2021,28.05.2021,5.3,117.001,117.001,43,325.0027778,325.0027778,5.3,325.0027778,325.0027778,43,5.3,325.0027778,325.0027778,43,SCH_2021_05_30,,265,569,285,4828,NA,NA,NA,NA,0.0265,0.0569,0.0285,0.4828,0.88851946,0.73217509,0.780557369,0.673835657,0.45517894,0.789142116,1.996491228,16.94035088,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SEG05_09_S_2021,S_S_2021,SCH,SEG05,SEG05_09,S,2021,,NA,NA,-50.023,0,NA,-138.9527778,NA,NA,NA,NA,NA,NA,NA,NA,SCH_2021_09_09,,431,822,657,3797,NA,NA,NA,NA,0.0431,0.0822,0.0657,0.3797,0.704984284,0.510608958,0.541136732,0.498201819,0.316026188,0.644078805,1.251141553,5.779299848,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SEG05_10_J_2021,S_J_2021,SCH,SEG05,SEG05_10,J,2021,28.05.2021,6.2,NA,124.6621,41,NA,346.2836111,6.2,NA,346.2836111,41,6.2,NA,346.2836111,41,SCH_2021_05_30,,255,582,283,4804,NA,NA,NA,NA,0.0255,0.0582,0.0283,0.4804,0.888735994,0.729984758,0.774700984,0.672300981,0.452972772,0.783884144,2.056537102,16.97526502,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SEG05_10_S_2021,S_S_2021,SCH,SEG05,SEG05_10,S,2021,,NA,NA,-50.023,0,NA,-138.9527778,NA,NA,NA,NA,NA,NA,NA,NA,SCH_2021_09_09,,440,807,659,3868,NA,NA,NA,NA,0.044,0.0807,0.0659,0.3868,0.708857963,0.519269107,0.552437681,0.505248242,0.322932356,0.654759358,1.224582701,5.869499241,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SEG06_01_J_2021,S_J_2021,SCH,SEG06,SEG06_01,J,2021,26.05.2021,2.53,NA,41.14142,13.6,NA,114.2817222,2.53,NA,114.2817222,13.6,2.53,NA,114.2817222,13.6,SCH_2021_05_30,,207,521,246,5367,NA,NA,NA,NA,0.0207,0.0521,0.0246,0.5367,0.912346339,0.802292353,0.837284588,0.723782154,0.512858664,0.823029891,2.117886179,21.81707317,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SEG06_01_S_2021,S_S_2021,SCH,SEG06,SEG06_01,S,2021,,NA,NA,-50.023,0,NA,-138.9527778,NA,NA,NA,NA,NA,NA,NA,NA,SCH_2021_09_09,,498,691,797,3359,NA,NA,NA,NA,0.0498,0.0691,0.0797,0.3359,0.616458133,0.419400464,0.444606414,0.419724771,0.258657948,0.658765432,0.867001255,4.21455458,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SEG06_02_J_2021,S_J_2021,SCH,SEG06,SEG06_02,J,2021,26.05.2021,3.13,45.623,45.623,17.4,126.7305556,126.7305556,3.13,126.7305556,126.7305556,17.4,3.13,126.7305556,126.7305556,17.4,SCH_2021_05_30,,213,529,269,5305,NA,NA,NA,NA,0.0213,0.0529,0.0269,0.5305,0.903480445,0.789312001,0.821721111,0.714393796,0.504429596,0.818649297,1.966542751,19.72118959,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SEG06_02_S_2021,S_S_2021,SCH,SEG06,SEG06_02,S,2021,,NA,NA,-50.023,0,NA,-138.9527778,NA,NA,NA,NA,NA,NA,NA,NA,SCH_2021_09_09,,482,679,765,3286,NA,NA,NA,NA,0.0482,0.0679,0.0765,0.3286,0.622315478,0.416776881,0.441939555,0.417799138,0.25445926,0.657503153,0.887581699,4.295424837,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SEG06_03_J_2021,S_J_2021,SCH,SEG06,SEG06_03,J,2021,26.05.2021,2.76,NA,44.79926,14.8,NA,124.4423889,2.76,NA,124.4423889,14.8,2.76,NA,124.4423889,14.8,SCH_2021_05_30,,213,554,257,5238,NA,NA,NA,NA,0.0213,0.0554,0.0257,0.5238,0.906460419,0.785408835,0.820187716,0.711910434,0.498892588,0.808701657,2.155642023,20.38132296,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SEG06_03_S_2021,S_S_2021,SCH,SEG06,SEG06_03,S,2021,,NA,NA,-50.023,0,NA,-138.9527778,NA,NA,NA,NA,NA,NA,NA,NA,SCH_2021_09_09,,470,683,726,3277,NA,NA,NA,NA,0.047,0.0683,0.0726,0.3277,0.637272046,0.424617495,0.452048483,0.425024992,0.257338984,0.655050505,0.94077135,4.513774105,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SEG06_04_J_2021,S_J_2021,SCH,SEG06,SEG06_04,J,2021,26.05.2021,3.46,NA,41.14142,13.6,NA,114.2817222,3.46,NA,114.2817222,13.6,3.46,NA,114.2817222,13.6,SCH_2021_05_30,,222,561,268,5219,NA,NA,NA,NA,0.0222,0.0561,0.0268,0.5219,0.902314562,0.780314206,0.816350086,0.708162487,0.495926512,0.805882353,2.093283582,19.4738806,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SEG06_04_S_2021,S_S_2021,SCH,SEG06,SEG06_04,S,2021,,NA,NA,-50.023,0,NA,-138.9527778,NA,NA,NA,NA,NA,NA,NA,NA,SCH_2021_09_09,,452,676,712,3345,NA,NA,NA,NA,0.0452,0.0676,0.0712,0.3345,0.649001725,0.437265009,0.462676601,0.436071547,0.265495808,0.663765233,0.949438202,4.698033708,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SEG06_05_J_2021,S_J_2021,SCH,SEG06,SEG06_05,J,2021,26.05.2021,2.85,32.061,32.061,14.4,89.05833333,89.05833333,2.85,89.05833333,89.05833333,14.4,2.85,89.05833333,89.05833333,14.4,SCH_2021_05_30,,227,560,286,5053,NA,NA,NA,NA,0.0227,0.056,0.0286,0.5053,0.892863832,0.757176258,0.790993263,0.691604604,0.477582024,0.80046321,1.958041958,17.66783217,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SEG06_05_S_2021,S_S_2021,SCH,SEG06,SEG06_05,S,2021,,NA,NA,-50.023,0,NA,-138.9527778,NA,NA,NA,NA,NA,NA,NA,NA,SCH_2021_09_09,,462,678,734,3382,NA,NA,NA,NA,0.0462,0.0678,0.0734,0.3382,0.643343052,0.437148366,0.462258222,0.43571742,0.267063656,0.666009852,0.923705722,4.607629428,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SEG06_06_J_2021,S_J_2021,SCH,SEG06,SEG06_06,J,2021,26.05.2021,2.86,NA,42.97034,14.2,NA,119.3620556,2.86,NA,119.3620556,14.2,2.86,NA,119.3620556,14.2,SCH_2021_05_30,,229,561,292,5132,NA,NA,NA,NA,0.0229,0.0561,0.0292,0.5132,0.892330383,0.764236269,0.797810965,0.696469685,0.484900528,0.802915862,1.921232877,17.57534247,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SEG06_06_S_2021,S_S_2021,SCH,SEG06,SEG06_06,S,2021,,NA,NA,-50.023,0,NA,-138.9527778,NA,NA,NA,NA,NA,NA,NA,NA,SCH_2021_09_09,,465,675,740,3460,NA,NA,NA,NA,0.0465,0.0675,0.074,0.346,0.647619048,0.446311368,0.471812663,0.443478261,0.27428216,0.673518742,0.912162162,4.675675676,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SEG06_07_J_2021,S_J_2021,SCH,SEG06,SEG06_07,J,2021,26.05.2021,1.38,NA,25.29078,8.4,NA,70.25216667,1.38,NA,70.25216667,8.4,1.38,NA,70.25216667,8.4,SCH_2021_05_30,,237,571,303,5166,NA,NA,NA,NA,0.0237,0.0571,0.0303,0.5166,0.889193637,0.76494979,0.799493638,0.69677142,0.487234452,0.800941258,1.884488449,17.04950495,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SEG06_07_S_2021,S_S_2021,SCH,SEG06,SEG06_07,S,2021,,NA,NA,-50.023,0,NA,-138.9527778,NA,NA,NA,NA,NA,NA,NA,NA,SCH_2021_09_09,,469,669,752,3394,NA,NA,NA,NA,0.0469,0.0669,0.0752,0.3394,0.637240714,0.434573782,0.459047156,0.433304177,0.266519168,0.670686685,0.88962766,4.513297872,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SEG06_08_J_2021,S_J_2021,SCH,SEG06,SEG06_08,J,2021,26.05.2021,1.38,NA,25.29078,8.4,NA,70.25216667,1.38,NA,70.25216667,8.4,1.38,NA,70.25216667,8.4,SCH_2021_05_30,,242,575,291,5187,NA,NA,NA,NA,0.0242,0.0575,0.0291,0.5187,0.893756846,0.770518841,0.809630904,0.700897118,0.490497444,0.800416522,1.975945017,17.82474227,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SEG06_08_S_2021,S_S_2021,SCH,SEG06,SEG06_08,S,2021,,NA,NA,-50.023,0,NA,-138.9527778,NA,NA,NA,NA,NA,NA,NA,NA,SCH_2021_09_09,,474,666,758,3410,NA,NA,NA,NA,0.0474,0.0666,0.0758,0.341,0.636276392,0.435347884,0.460320767,0.433900524,0.267537672,0.673209028,0.878627968,4.498680739,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SEG06_09_J_2021,S_J_2021,SCH,SEG06,SEG06_09,J,2021,26.05.2021,3.04,15.733,15.733,11,43.70277778,43.70277778,3.04,43.70277778,43.70277778,11,3.04,43.70277778,43.70277778,11,SCH_2021_05_30,,232,577,303,5152,NA,NA,NA,NA,0.0232,0.0577,0.0303,0.5152,0.888909258,0.763420072,0.795961917,0.695695839,0.485834452,0.798568686,1.904290429,17.00330033,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SEG06_09_S_2021,S_S_2021,SCH,SEG06,SEG06_09,S,2021,,NA,NA,-50.023,0,NA,-138.9527778,NA,NA,NA,NA,NA,NA,NA,NA,SCH_2021_09_09,,497,679,776,3417,NA,NA,NA,NA,0.0497,0.0679,0.0776,0.3417,0.629859289,0.432117753,0.460248859,0.430925704,0.266493184,0.668457031,0.875,4.403350515,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SEG06_10_J_2021,S_J_2021,SCH,SEG06,SEG06_10,J,2021,26.05.2021,2.28,NA,35.04502,11.6,NA,97.34727778,2.28,NA,97.34727778,11.6,2.28,NA,97.34727778,11.6,SCH_2021_05_30,,239,569,292,5152,NA,NA,NA,NA,0.0239,0.0569,0.0292,0.5152,0.892725937,0.76642612,0.804023426,0.698008426,0.486900528,0.801083727,1.948630137,17.64383562,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SEG06_10_S_2021,S_S_2021,SCH,SEG06,SEG06_10,S,2021,,NA,NA,-50.023,0,NA,-138.9527778,NA,NA,NA,NA,NA,NA,NA,NA,SCH_2021_09_09,,489,673,768,3395,NA,NA,NA,NA,0.0489,0.0673,0.0768,0.3395,0.631035311,0.430989224,0.458128422,0.430044745,0.265068512,0.669124877,0.876302083,4.420572917,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SEG07_01_J_2021,S_J_2021,SCH,SEG07,SEG07_01,J,2021,27.05.2021,8.38,NA,169.16582,55.6,NA,469.9050556,8.38,NA,469.9050556,55.6,8.38,NA,469.9050556,55.6,SCH_2021_05_30,,292,640,273,5728,NA,NA,NA,NA,0.0292,0.064,0.0273,0.5728,0.909015164,0.832407588,0.898622826,0.743796019,0.546341932,0.798994975,2.344322344,20.98168498,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SEG07_01_S_2021,S_S_2021,SCH,SEG07,SEG07_01,S,2021,06.09.2021,10.89,NA,241.1627,39.4,NA,669.8963889,10.89,NA,669.8963889,39.4,10.89,NA,669.8963889,39.4,SCH_2021_09_09,,348,620,412,3827,NA,NA,NA,NA,0.0348,0.062,0.0412,0.3827,0.805614532,0.57624293,0.623675944,0.554443122,0.342770608,0.721160333,1.504854369,9.288834951,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SEG07_02_J_2021,S_J_2021,SCH,SEG07,SEG07_02,J,2021,27.05.2021,6.18,121.689,121.689,51,338.025,338.025,6.18,338.025,338.025,51,6.18,338.025,338.025,51,SCH_2021_05_30,,287,625,272,5823,NA,NA,NA,NA,0.0287,0.0625,0.0272,0.5823,0.910746514,0.842295973,0.906877961,0.750473186,0.555938848,0.806141439,2.297794118,21.40808824,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SEG07_02_S_2021,S_S_2021,SCH,SEG07,SEG07_02,S,2021,06.09.2021,8.66,NA,356.4545,55,NA,990.1513889,8.66,NA,990.1513889,55,8.66,NA,990.1513889,55,SCH_2021_09_09,,340,633,440,3828,NA,NA,NA,NA,0.034,0.0633,0.044,0.3828,0.793814433,0.569067455,0.608564449,0.548338369,0.34015696,0.716207128,1.438636364,8.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SEG07_03_J_2021,S_J_2021,SCH,SEG07,SEG07_03,J,2021,27.05.2021,7.27,NA,173.4333,57,NA,481.7591667,7.27,NA,481.7591667,57,7.27,NA,481.7591667,57,SCH_2021_05_30,,285,630,277,5817,NA,NA,NA,NA,0.0285,0.063,0.0277,0.5817,0.909090909,0.840320839,0.902780041,0.749053542,0.554854268,0.804560261,2.274368231,21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SEG07_03_S_2021,S_S_2021,SCH,SEG07,SEG07_03,S,2021,06.09.2021,12.64,496,496,55,1377.777778,1377.777778,12.64,1377.777778,1377.777778,55,12.64,1377.777778,1377.777778,55,SCH_2021_09_09,,345,607,415,3917,NA,NA,NA,NA,0.0345,0.0607,0.0415,0.3917,0.808402585,0.587071682,0.633525091,0.562901843,0.35147986,0.731653404,1.462650602,9.438554217,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
